id	lastName	givenName1	givenName2	dateOfBirth	sex	country	isAlive	locality	postcode	originalContext	recordDate
tn0-k9h	MCMURRY	BUFORD	DEWAYNE	1960-04-17	M	Australia	Y	Vermont South	3133	null	1999-03-04
3pm-6mf	BOREN	GLEN	TAYLOR	1983-02-22	M	Australia	Y	Wildwood	3429	null	2013-08-14
3wz-qw5	DUNKIN	STEPHEN	EMILE	1990-10-04	M	Jamaica	Y	Jamaica		null	2007-05-03
opr-hy3	MOSHER	KENDRA	MARIETTA	1984-07-25	F	Netherlands	Y	Netherlands		null	2017-06-02
zid-x9j	HICE	JOLYNN	LUE	1981-03-22	F	Australia	Y	Ovingham	5082	null	2008-07-06
4gc-5p6	TWOMEY	JESSE	PAT	1992-02-20	M	Australia	Y	Erskine Park	2759	null	2000-06-05
w3i-ygi	CALABRESE	RAMIRO	DARREN	1956-12-28	M	Australia	Y	Lennox Head	2478	null	2009-07-08
0pb-jxo	DUFRENE	CESAR	BRADFORD	1980-03-14	M	Australia	Y	Old Guildford	2161	null	2001-10-02
ip8-f67	ODEA	WILLIAM	JAKE	1977-04-05	M	USA	Y	USA		null	2017-07-15
ebp-qsb	MILBURN	ASHLEIGH	ANNAMARIE	1985-11-13	F	Greece	Y	Greece		null	2008-12-14
9c3-9qj	ZAREMBA	ETHELYN	KORI	1982-04-15	F	Australia	Y	South Fremantle	6162	null	2000-09-01
nkx-7jq	BUZZARD	DARLINE	SUE	2000-08-26	F	Chile	Y	Chile		null	2012-04-22
pu8-7ti	MERRIFIELD	WINONA	HAILEY	1971-02-04	F	Australia	Y	North Shore (Vic.)	3214	null	2005-02-15
7xi-eaa	WOODMAN	RAUL	TAD	1954-10-26	M	Australia	Y	Highgate (SA)	5063	null	2013-07-28
zum-g96	MOORES	DORIAN	OLEN	1975-08-19	M	Australia	Y	Greenslopes	4120	null	2016-11-13
hyi-qrs	RICHMOND	GILBERTO	GERMAN	1933-01-09	M	Australia	N	Mordialloc	3195	null	1998-01-21
3ni-p64	LIND	JUDSON	CARMINE	1952-10-20	M	Australia	Y	Mitchelton	4053	null	2011-07-12
8kj-jgs	HUSTON	IRVING	LACY	1945-12-24	M	Australia	N	Montmorency	3094	null	2012-02-10
tek-iq4	LEBEL	BLAKE	JOSEF	1998-12-26	M	Australia	Y	Redland Bay	4165	null	2004-07-10
4iv-xpj	GISH	CONNIE	ISREAL	1977-12-23	M	Australia	Y	Whitebridge	2290	null	1998-07-11
2yo-itw	RUSSO	JAMES	FOSTER	2004-06-03	M	Australia	Y	Penshurst (NSW)	2222	null	2008-10-24
8kz-gvy	EDDY	JULES	FAUSTO	1959-05-20	M	Australia	N	Strathpine	4500	null	2013-04-21
eze-t4i	CRAIN	CASEY	ODESSA	1959-04-15	F	Australia	Y	Lynwood (WA)	6147	null	2014-11-20
c4y-3v5	BARAN	ROSARIO	FREDERICK	1957-10-08	M	Australia	Y	Castle Hill (NSW)	2154	null	2009-11-20
gx4-g3j	LIPINSKI	MIRIAM	BRIDGETTE	1965-11-26	F	Australia	Y	Toolern Vale	3337	null	2016-05-10
hgu-8xy	SCHADE	MARILEE	BELINDA	1961-02-28	F	Australia	Y	Fulham (Vic.)	3851	null	2015-06-23
xjh-g82	LANGTON	RONNIE	SOON	1951-02-27	F	Australia	Y	Templestowe	3106	null	2002-01-09
uon-sq5	SUN	ADALBERTO	ELDEN	1962-07-26	M	Australia	Y	Cremorne (NSW)	2090	null	2011-06-09
fnd-doz	NORTH	FREDRICK	DENIS	1965-11-01	M	Australia	Y	Comboyne	2429	null	2015-12-22
ynw-6bj	GLOVER	CHELSEY	RENATA	1984-11-03	F	Australia	Y	Gladesville	2111	null	2014-05-17
xf8-nj7	KIMBERLY	JOSHUA	KYLE	1947-04-21	M	Australia	N	Craigieburn	3064	null	2011-02-28
9h6-e8n	SPILLERS	AMPARO	FELISHA	1955-06-18	F	Australia	N	Ocean Grove	3226	null	2016-09-01
nkr-s0t	GROH	MARCELO	VAL	1977-01-14	M	Australia	Y	No usual address (Tas.)	9494	null	2006-01-26
t00-odc	GARMON	LUELLA	JAYNE	1946-03-20	F	Australia	Y	Hurstville Grove	2220	null	2014-09-06
wkn-ycd	CHEVALIER	COLLETTE	MARISA	1967-02-13	F	Australia	Y	Araluen (NT)	0870	null	2013-03-28
h9f-4x5	CRUM	KESHIA	KRISTIN	1978-11-14	F	Australia	Y	Mitchelton	4053	null	2014-01-14
phy-9mz	LOHR	EMILY	CORAL	1979-09-20	F	Australia	Y	Oakhampton	2320	null	2017-10-09
gad-zmf	BOLEY	ZORA	JUNG	1939-10-02	F	Australia	Y	Outer Harbor	5018	null	2008-10-26
kf8-be7	DIGIROLAMO	ASHLY	LYNETTE	1962-06-14	F	Australia	Y	Burramine	3730	null	2011-02-18
bij-di9	WHALEY	MAN	CHARLIE	1984-06-18	M	Australia	Y	Point Cook	3030	null	2011-02-09
cv0-sen	VARNEY	JETTIE	KYLE	1946-09-12	F	Australia	N	Julago	4816	null	2011-03-14
htk-02w	FLEETWOOD	LEONARDO	ELLIOT	1968-07-01	M	Australia	Y	Redland Bay	4165	null	2012-01-12
bxx-jmz	BALLANCE	TOMMY	EMERSON	1952-10-15	M	Australia	N	Long Point (Campbelltown - NSW)	2564	null	2013-04-02
xzd-b5e	COSTANZA	ROSEANNE	MARCY	1998-04-09	F	Australia	Y	Learmonth (Vic.)	3352	null	2010-05-10
kt4-2og	STIDHAM	KERRI	JENNA	2005-05-03	F	Australia	Y	Somerset (Tas.)	7322	null	2012-04-15
teq-0rt	MEUNIER	FRANCISCO	ARTURO	1937-09-10	M	Australia	N	Wyndham Vale	3024	null	2001-01-19
j6e-zof	FREITAS	LEAH	BONITA	1988-02-01	F	Australia	Y	Vincent	4814	null	2009-08-09
pyn-xe0	BRAITHWAITE	DESMOND	LINO	1994-11-14	M	Australia	Y	Toowoon Bay	2261	null	2001-02-19
4bg-kg4	HAUSER	LORINDA	ROBIN	2010-11-03	F	Australia	Y	Tanjil South	3825	null	2014-08-01
oee-89s	SCROGGINS	EMILY	JULIA	1972-10-17	F	Australia	Y	Canning Vale	6155	null	2006-03-13
z27-s4o	NANCE	TAWNYA	PHOEBE	1949-06-21	F	Japan	N	Japan		null	2017-11-27
084-kga	WOODWARD	TERESA	LINA	1984-11-04	F	Lebanon	Y	Lebanon		null	2013-02-22
fz5-rii	BRESSLER	CHARLIE	FILIBERTO	1991-10-15	M	Australia	Y	Woodbine (NSW)	2560	null	2016-02-05
xpr-92t	SANNER	LEIGH	JAMES	1951-01-13	M	Australia	Y	Kingsford (NSW)	2032	null	2012-11-07
2m4-wax	ENGLER	CAROLE	ESTELLA	1961-02-21	F	Australia	Y	Mallacoota	3892	null	2011-09-06
gcs-e66	SEARLE	FLOY	JOCELYN	1961-05-27	F	Australia	Y	Big Springs	2650	null	2012-03-06
y6n-7xd	EWERS	JACKSON	MAURICE	1975-12-17	M	Pakistan	Y	Pakistan		null	2017-11-07
2m8-itz	ARCHAMBAULT	WILEY	JERRELL	1939-03-03	M	Armenia	N	Armenia		null	2002-04-13
xoj-kkv	CANFIELD	ABE	KENDALL	1962-10-02	M	Australia	N	Bakewell	0832	null	2008-03-19
feg-fgq	MULLER	VON	RORY	1975-02-24	M	Philippines	Y	Philippines		null	2004-06-24
wp3-gps	PITT	BLAKE	EMMITT	1985-09-24	M	Australia	Y	Gunnedah	2380	null	2011-01-14
e4a-hiz	MCMULLEN	JOHNATHON	ANIBAL	1991-12-20	M	Australia	Y	Newcastle East	2300	null	2003-09-22
tep-euj	MARCO	JEROLD	JUAN	1948-09-14	M	Australia	Y	Alawa	0810	null	2007-04-11
kuu-iq4	NOBLES	ROSALIE	DELPHIA	1964-12-22	F	Australia	Y	Lake Tyers Beach	3909	null	2016-02-24
74e-4in	PEPPERS	LYNN	FREDRICK	1965-11-02	M	Colombia	Y	Colombia		null	2007-04-03
2in-2ot	ASHCRAFT	BUCK	TIMMY	1969-09-22	M	Australia	Y	Dundas Valley	2117	null	2006-08-25
gwn-qgd	MOREHEAD	MAURICIO	PEDRO	1984-08-17	M	Colombia	Y	Colombia		null	2000-03-02
g39-m50	LINEBERRY	KURT	LINO	1997-09-03	M	Australia	N	Narre Warren South	3805	null	2016-08-27
k6j-bpz	SCHAEFER	CHARLEY	ALI	1967-07-16	M	Australia	Y	Perth Airport	6105	null	2014-03-18
cj0-kwa	VANG	JORDAN	GUY	2004-01-17	M	China	Y	China		null	2012-03-06
brz-or4	BEAUREGARD	HARVEY	DON	1948-11-09	M	Madagascar	N	Madagascar		null	2013-04-20
mf2-frz	BURDETT	REBECCA	EVALYN	1996-11-17	F	Australia	Y	Albert Park (Vic.)	3206	null	2000-10-08
nd0-95b	POSS	GREGORIA	STACEY	1960-05-23	F	Australia	N	Kentlyn	2560	null	2011-08-12
p96-hfp	CAVALLO	CAMERON	WILLIAM	2001-02-12	F	Australia	Y	Fairfield (Qld)	4103	null	2005-11-13
z93-fja	WHITT	LAVONNE	JENNY	2003-10-06	F	Australia	Y	St Clair (Penrith - NSW)	2759	null	2009-06-26
qqc-rdv	OLIPHANT	JOE	AUSTIN	1988-10-06	M	Australia	N	Toorak	3142	null	2006-04-22
yrs-wi4	LEADER	KRISTY	LEEANN	1961-10-08	F	New Zealand	Y	New Zealand		null	2012-06-18
f8y-94z	BEVERLY	SHANTEL	JOLEEN	1955-02-09	F	Australia	Y	Kiara	6054	null	2003-04-06
9hq-rtj	MILLEN	SHAINA	CORAL	1963-05-10	F	Australia	Y	Falcon	6210	null	2017-03-28
f4a-gdg	LEWALLEN	BRITT	KEN	1982-02-11	M	Australia	Y	Kellyville	2155	null	2017-11-11
hpr-iwe	MESSICK	VAN	MAURICIO	1952-11-15	M	Australia	Y	Tranmere (Tas.)	7018	null	2007-02-01
gag-60o	HILLIS	HARRISON	DEMETRIUS	1965-09-23	M	Australia	Y	Amaroo (ACT)	2914	null	2000-11-12
muv-bha	FUNKE	SHERYL	ROSINA	1973-02-09	F	Iraq	Y	Iraq		null	2004-09-27
web-4nn	HYDEN	SADE	ELIZA	2003-06-20	F	New Zealand	Y	New Zealand		null	2015-08-02
f66-mbp	MALIN	BUDDY	BASIL	1996-03-09	M	Australia	Y	Regentville	2745	null	2011-08-14
t2e-ezi	HAMMAN	MODESTO	SHAWN	1974-01-07	M	Australia	Y	Essendon	3040	null	2009-07-22
q29-yvk	PATIN	CORRINA	RAY	1948-12-12	F	Australia	Y	Taylors Hill	3037	null	2012-05-17
4cr-w3i	FICK	NEVA	JEANNETTE	1981-05-28	F	Australia	Y	Darlington (SA)	5047	null	2006-07-26
xjs-qi0	RUNDLE	GERI	SARITA	1990-05-18	F	Australia	Y	Holt	2615	null	2008-05-11
5nu-eju	MORRELL	THERESA	MADONNA	1970-11-02	F	Australia	Y	Moggill	4070	null	2010-11-25
iok-gyb	DOAK	REY	BILL	1943-01-22	M	Mexico	Y	Mexico		null	2002-08-10
xii-49b	BINNS	MARGARETE	DEBBY	1960-05-02	F	Chile	Y	Chile		null	2011-01-03
v6k-rgw	HAFFNER	ISMAEL	NIGEL	1952-08-28	M	Australia	Y	Loxton	5333	null	1999-03-20
sgp-sc2	HUMES	MAZIE	CHRISTINE	1979-01-14	F	Lebanon	Y	Lebanon		null	2015-09-03
apx-w0h	HAUSMAN	WILLIAMS	TYLER	1964-06-23	M	Australia	Y	Moorebank	2170	null	2005-05-21
5hc-sdq	IGNACIO	LARRY	RALEIGH	1987-06-22	M	Australia	N	Nickol	6714	null	2014-03-23
n2c-a5b	LAVIGNE	DARLA	YVONNE	1973-09-01	F	Australia	Y	Kellyville	2155	null	2007-05-11
dck-bar	HISER	JULI	TOMMIE	1992-09-03	F	Australia	Y	Walkley Heights	5098	null	2003-01-13
fmi-fx2	KOEHN	NADINE	NEVA	1947-05-06	F	Australia	Y	Homebush West	2140	null	2008-03-26
p2h-5pq	LOPES	WILBERT	WILLIAN	1938-02-22	M	Australia	Y	Youngs Siding	6330	null	2004-04-28
bta-ru5	TULL	FEDERICO	ROBERT	2010-06-11	M	Australia	Y	St Marys (NSW)	2760	null	2016-12-22
dc8-93m	BIRDWELL	EDGAR	BENNY	1956-08-21	M	Australia	Y	Kooragang	2304	null	1999-12-13
i7i-m5k	PASCUA	JOHNNIE	DANNIE	1987-02-17	M	Australia	Y	Sunnybank Hills	4109	null	2012-06-26
u2g-vnr	BEADLE	DEAN	WILLIAN	1972-11-24	M	Australia	Y	Yamanto	4305	null	2005-11-22
bm0-jim	DOMINGUE	JANNETTE	EUN	1960-04-14	F	Germany	Y	Germany		null	2011-02-15
d2u-y23	SCHILLER	SALINA	SIDNEY	1940-12-03	F	Madagascar	N	Madagascar		null	2003-12-12
gh9-ax8	SILVERS	KERI	GIOVANNA	2006-12-18	F	Australia	Y	Margate (Qld)	4019	null	2011-07-03
iqi-03p	DIGGINS	ALPHONSE	TITUS	1991-02-11	M	Jamaica	Y	Jamaica		null	2012-08-28
u72-xsb	REIDER	KERRY	ROSEANNA	1956-07-27	F	Lesotho	Y	Lesotho		null	2004-04-11
rnm-6md	BEERS	SHERRON	ANGELINA	1935-01-03	F	Australia	N	Reservoir (Vic.)	3073	null	1998-06-15
qqd-fua	COSTON	ORLANDO	KOREY	1957-11-07	M	Australia	Y	Canning Vale	6155	null	2012-04-01
er8-tyv	DOUGHTY	EARTHA	LYNDA	1980-12-19	F	Australia	Y	Mandurah	6210	null	2002-12-03
rkv-u7h	BEVERIDGE	MARY	ANDRE	1999-05-08	M	Australia	Y	Merrylands	2160	null	2004-09-12
iwj-75q	GLAZIER	JAYNE	ANNMARIE	1981-07-02	F	Timor Leste	Y	Timor Leste		null	2017-10-17
90z-nk7	OCONNELL	YU	MINDI	1990-07-14	F	Cameroon	Y	Cameroon		null	2006-12-09
xck-e06	MARIANO	JONATHAN	QUINTIN	1990-11-26	M	Australia	Y	Dundowran Beach	4655	null	2016-11-17
8mt-oxo	HERMANSON	JAE	ZACHARIAH	1973-01-23	M	Australia	Y	Mona Vale	2103	null	2011-12-24
e9m-sq4	LEBEL	RYAN	GUADALUPE	1951-06-14	M	Australia	Y	Lane Cove North	2066	null	2010-10-16
dj8-ovu	COURTNEY	LOIS	STEFANI	1952-03-27	F	Australia	Y	Worongary	4213	null	2007-08-07
xrx-95v	GREELEY	GEORGE	MILDRED	1967-09-24	F	Australia	Y	Brown Hill (Vic.)	3350	null	2008-05-24
gzd-v97	CHESNUT	BELLA	LORAINE	1957-04-09	F	Australia	Y	Cobaki	2486	null	2008-05-25
huh-i0c	BLAKE	CANDY	ELVERA	1946-06-06	F	Australia	Y	Blackstone Heights	7250	null	2001-08-02
igc-2gj	HERRICK	ALPHONSE	KOREY	1984-08-11	M	Australia	Y	Pallamallawa	2400	null	2001-06-22
86w-e4s	KREIDER	SARAH	JENNIFER	1956-07-23	F	USA	Y	USA		null	1999-07-26
97q-h39	SHOEMAKER	TRENTON	SANG	1968-12-26	M	Australia	Y	Oak Park	3046	null	2014-05-09
6hz-sv4	SANDUSKY	CORTNEY	JANINA	1938-11-04	F	Australia	Y	Deagon	4017	null	2006-12-14
6ys-yzu	NACE	SHAMIKA	VAN	1977-11-10	F	Australia	Y	Bingie	2537	null	2001-08-05
y5s-i4p	KIRKLAND	MINDI	PANSY	1989-12-07	F	Australia	Y	Box Hill South	3128	null	1999-03-28
pv2-uma	MCREYNOLDS	DOMINIC	HARRY	1953-07-23	M	Norway	Y	Norway		null	2000-12-16
qmu-oow	WELLMAN	RUDOLPH	RUEBEN	1993-01-09	M	Australia	Y	Trinity Gardens	5068	null	2003-09-10
h2p-tn4	DEAVER	TERRELL	BRADLY	1954-10-23	M	India	Y	India		null	2005-10-03
gwp-g53	STARR	LESLIE	TRENT	1979-05-23	M	Australia	Y	Austral	2179	null	2000-12-04
ims-8ib	DIEHL	CLIFTON	WILTON	1937-07-02	M	Australia	Y	Mount Vincent	2323	null	2004-08-27
5bp-zzs	PYE	CORDELIA	PILAR	1964-06-14	F	Australia	Y	Newport (Vic.)	3015	null	2014-08-08
ndj-ao8	NEWCOMER	DELMER	KOREY	1936-03-25	M	Australia	Y	Cloverdale	6105	null	2004-06-25
7mi-fmg	SENGER	BRIGETTE	RENA	1952-09-19	F	Australia	Y	Reservoir (Vic.)	3073	null	2015-12-07
0yy-kjs	RAWLINGS	KRISTIN	CLETA	1980-09-02	F	Australia	Y	Beaumont Hills	2155	null	2007-12-09
3mu-82c	STOLZ	JERMAINE	HERSHEL	1989-03-08	M	Australia	Y	Balwyn	3103	null	2012-07-04
mav-9o8	WILKIE	ADELINE	RHODA	1957-08-20	F	Australia	Y	Hallora	3818	null	2003-12-23
jvz-q9n	KROLL	CELESTE	DARLINE	1987-03-18	F	Australia	Y	Kalbarri	6536	null	2017-06-14
8h0-wo7	LARKIN	DEWEY	DAVID	1998-12-01	M	Australia	Y	Sefton Park	5083	null	2009-02-03
vsz-3ev	SCHMID	RENITA	FELIPA	1991-05-15	F	Australia	Y	Werrington County	2747	null	2007-08-03
29n-q3e	CHAFFEE	MAVIS	EARNESTINE	1960-09-25	F	Australia	Y	Atwell	6164	null	1998-02-27
r8j-fq0	PETRUCCI	KAREEM	PORFIRIO	1955-06-24	M	Australia	N	Leopold	3224	null	2001-11-26
s8q-r0s	GEBHART	ALETHA	IMA	1989-02-07	F	Chad	Y	Chad		null	2001-01-09
q7w-3nu	MOELLER	COLIN	CHRISTOPER	1954-02-11	M	Australia	N	Coodanup	6210	null	2016-07-14
r8o-zma	RIGSBY	AURORA	LUCINDA	1961-09-07	F	Australia	Y	Eatons Hill	4037	null	2008-02-21
u9h-4v3	HOGUE	LUCIANO	JAMIE	1981-10-06	M	Australia	Y	Mount Melville	6330	null	1998-12-16
2dt-7sd	LEONARD	ELVIN	ELIJAH	1983-10-07	M	Australia	Y	Graceville	4075	null	2004-06-25
xcp-fng	SALMONS	DANNIE	QUENTIN	1965-08-12	M	Australia	Y	Grawlin	2871	null	2004-07-08
dcx-nrt	KINLEY	ABDUL	DOUGLASS	1971-12-20	M	Australia	Y	Denistone East	2112	null	2002-09-12
hmw-aee	ABDULLAH	NICHOLAS	DOMENIC	1957-05-18	M	Australia	Y	Ooralea	4740	null	2016-07-18
zyu-cmw	BENTZ	TERRELL	FAUSTO	1997-09-21	M	Australia	Y	Clare (Qld)	4807	null	2004-05-25
k0c-ebo	HUDDLESTON	NELLA	EDITH	1979-08-20	F	Australia	Y	Ferndale (WA)	6148	null	2009-01-10
903-4ga	BOWYER	ALVA	MOSE	1978-11-11	M	Australia	Y	Scarborough (Qld)	4020	null	2003-06-19
7t3-jej	SCANLON	ELLIS	LEIF	1965-12-17	M	Australia	Y	Port Lincoln	5606	null	2017-03-02
qrj-su3	FLORA	BRANT	MIQUEL	1996-03-18	M	Australia	Y	Wangara	6065	null	2002-03-18
vvh-53v	VANFLEET	BERT	DREW	1963-08-21	M	Australia	Y	Dolls Point	2219	null	2011-04-04
5xt-qpp	CHAND	RETHA	TAMI	2009-07-27	F	Australia	Y	Taylors Hill	3037	null	2014-07-19
7o2-ouc	SUMMERVILLE	EDWARDO	RANDAL	1959-04-09	M	Australia	Y	Cocoroc	3030	null	2007-08-02
2gg-x04	POWER	CRISTINE	GENEVA	1989-11-21	F	Australia	Y	Burradoo	2576	null	2003-07-02
yme-o03	METCALFE	MINDY	ALENE	1993-05-05	F	Australia	Y	Mosman Park (WA)	6012	null	2003-03-17
bp7-by6	CUNDIFF	ALDEN	BENNETT	1965-12-18	M	Australia	Y	Glenfield (NSW)	2167	null	2011-05-02
9hq-jiv	FRAZEE	ILA	CHRISTEN	1971-01-13	F	Australia	Y	Carlingford	2118	null	2015-12-18
u4r-ndg	HORTON	JEREMIAH	NOE	1959-09-28	M	Nigeria	Y	Nigeria		null	2016-03-19
kwu-nm8	HOHMAN	JUAN	VIVIANA	1993-08-16	F	Australia	Y	Mortdale	2223	null	2014-03-05
fav-q3r	EASTON	COLE	HILARIO	1982-09-17	M	Australia	Y	Kew (Vic.)	3101	null	2008-11-12
rpq-rad	FORESTER	AUBREY	ROMEO	1965-02-15	M	Australia	Y	Miami	4220	null	2010-03-26
2xb-rev	LOWRANCE	SYDNEY	SHIRLY	1994-06-12	F	Australia	Y	Pendle Hill	2145	null	2011-08-20
6rj-tnb	CALLENDER	KERRY	MARCO	1950-06-10	M	Australia	Y	Shalvey	2770	null	2017-12-21
qmo-uwy	BOUTTE	LYNDON	VINCENZO	1956-03-12	M	Australia	Y	Bethania	4205	null	2001-06-18
hoe-bcu	SMITHEY	ELDEN	JORDAN	1957-09-21	M	Australia	N	Northmead	2152	null	1998-05-22
gb9-2mx	HARDER	JULIAN	WILLY	1958-12-27	M	Somalia	Y	Somalia		null	2000-02-25
bmt-2j6	CRAIGHEAD	JARED	NOE	1987-01-21	M	Australia	Y	Lyndhurst (Vic.)	3975	null	2000-08-03
phb-jt9	STALNAKER	MARI	CORI	1979-08-20	F	Australia	Y	Condon	4815	null	2000-01-25
w53-7fa	CROWN	AL	JERAMY	1963-09-26	M	Australia	Y	Chelmer	4068	null	2009-11-11
f3s-2gj	GRAINGER	EARNEST	JOHNNIE	1958-04-01	M	Madagascar	Y	Madagascar		null	2012-11-20
atp-rfi	BOUTIN	AMERICA	ROSAURA	1968-10-03	F	Australia	Y	Hallam	3802	null	2008-08-26
twm-wwu	CROSSON	ELAINE	ROSEMARY	2001-04-16	F	Australia	Y	Perwillowen	4560	null	2011-03-16
s8j-wrk	DUFRESNE	MARGARITA	STAR	1939-07-06	F	Australia	N	Arumbera	0870	null	2002-07-09
85t-n2c	CADDELL	DOYLE	MAX	1985-06-22	M	Australia	Y	Nana Glen	2450	null	2009-12-19
bem-kv0	EWERT	JULIANA	ELIZA	2004-02-01	F	Australia	Y	Bossley Park	2176	null	2008-11-03
pjd-k4n	CUSHING	MERYL	CLEMENTINE	1974-01-07	F	Laos	Y	Laos		null	2004-05-25
hax-ebz	OVERSTREET	ASTRID	ADRIANNE	1971-06-19	F	Lebanon	Y	Lebanon		null	2012-01-04
94i-6qg	GODIN	JULIAN	EVAN	1987-06-04	M	Australia	Y	Hoppers Crossing	3029	null	2001-06-11
w7j-if9	GUNDERSON	DARIO	HARLEY	1959-07-04	M	Australia	Y	Osborne (Qld)	4806	null	2015-06-26
9m2-0mv	WICKLUND	NAOMI	CELESTINE	1994-08-04	F	Mexico	Y	Mexico		null	1998-08-01
ntv-vsz	MURRAY	BRITT	BRET	1986-02-18	M	Australia	Y	Jindivick	3818	null	2007-07-07
g90-ptk	ROBISON	KENT	TITUS	1956-02-15	M	Australia	Y	Fawkner	3060	null	2007-10-13
34q-n0r	SELL	GAIL	AMBROSE	1991-06-03	M	Australia	Y	Keely	3568	null	2004-01-23
tsm-734	HOLDEN	ARLIE	MARQUIS	1953-10-03	M	Australia	Y	Woongarrah	2259	null	2012-10-01
sx6-jix	CARRIGAN	ROSENDO	RODOLFO	1955-12-03	M	USA	Y	USA		null	2015-12-25
y2c-cjz	MILANO	DELORES	SABINA	1992-09-26	F	Australia	Y	Geographe	6280	null	2008-08-05
7a9-epq	TAPLEY	SHANTELL	LINDY	1974-11-01	F	Germany	Y	Germany		null	2006-07-25
sc3-nnh	TALMADGE	MANDI	GIOVANNA	1934-03-24	F	Australia	N	Mount Gambier	5290	null	1999-09-26
0y4-rm8	BRANDT	JERROLD	JAE	1992-03-25	M	Australia	Y	Condell Park	2200	null	1998-06-10
t5e-0rx	MENDONCA	ELLIE	MELONIE	2003-06-20	F	Australia	Y	Penshurst (NSW)	2222	null	2009-01-26
rt9-99j	TILTON	DALE	JODY	1970-11-18	F	Australia	Y	Kearns	2558	null	2003-10-28
uyt-c2v	DIDIER	ROXANA	VELVA	1984-09-27	F	Australia	N	Middle Park (Vic.)	3206	null	2011-07-17
m7j-e4b	MAX	HARLAND	RANDY	1964-02-18	M	Australia	Y	Sawtell	2452	null	2007-12-10
njb-xa4	PASCHALL	YONG	SONDRA	1999-04-23	F	Australia	Y	Lalor Park	2147	null	2014-01-23
hmt-mw6	BRACK	MAGDALENA	DOVIE	2006-07-24	F	Indonesia	Y	Indonesia		null	2017-11-16
i35-5ev	HOUSER	JOHNNIE	DENVER	1998-07-15	M	Timor Leste	N	Timor Leste		null	2014-02-13
b6a-cpq	SCHUTZ	KANDI	KATRINA	1937-03-08	F	Fiji	N	Fiji		null	2005-09-08
dkr-5xx	BEERY	ZULA	IOLA	1978-05-23	F	Australia	Y	Mont Albert	3127	null	1998-03-24
uq2-xvf	JEROME	HESTER	MIGDALIA	1949-02-03	F	Australia	Y	Lower Portland	2756	null	2008-04-11
aqo-uvc	WAYLAND	ARMIDA	CARMELITA	1990-07-07	F	France	Y	France		null	2006-01-22
qxi-zty	BURCHAM	OTHA	RENE	1963-11-20	M	Australia	Y	North Willoughby	2068	null	2014-03-16
crr-kat	BLANC	CLETA	FRIEDA	1988-12-15	F	French Guiana	Y	French Guiana		null	2010-07-02
hcg-x8d	WACHTER	INEZ	MARGARETE	1962-10-20	F	Australia	Y	Kellyville Ridge	2155	null	2003-05-11
t6t-ks0	TOLAND	JONNIE	DEVIN	1968-06-18	F	Australia	N	Somersby	2250	null	2013-05-02
buq-wqp	LOYD	TAMMI	CHANTEL	1980-05-23	F	Australia	Y	Rokeby (Tas.)	7019	null	2004-05-01
42s-nh2	MCWHIRTER	HUGH	ERVIN	1973-11-11	M	Australia	Y	Whyalla Norrie	5608	null	1998-07-13
c7e-6qb	BENT	KIMBERLEE	IOLA	1968-07-05	F	Australia	Y	Beenleigh	4207	null	2009-11-19
ecw-4t4	DRAIN	MICAELA	STARLA	1973-05-09	F	Australia	Y	Bentley (WA)	6102	null	2013-08-27
x7p-cnh	LITCHFIELD	NOVELLA	HAYDEE	1960-04-10	F	Colombia	Y	Colombia		null	2017-01-21
f5x-bqg	EASTERDAY	AUSTIN	JED	1970-04-08	M	Australia	Y	Bayswater (WA)	6053	null	2009-07-21
otu-xhs	SAUER	JERMAINE	JAROD	1964-10-06	M	Australia	Y	Burleigh Waters	4220	null	2003-09-22
8zj-j9p	ABSHIRE	AUDRA	KAROL	1971-07-02	F	Australia	Y	Lawnton	4501	null	2003-08-26
9b6-b2r	KRIER	BOBBIE	KURTIS	1963-06-19	M	Australia	Y	Yatala	4207	null	2008-05-04
8d6-gu0	HALLIDAY	GENEVA	STACI	1953-01-14	F	Austria	Y	Austria		null	2010-10-12
ace-nry	CALI	WILLIAN	TERENCE	1997-08-02	M	Azerbaijan	Y	Azerbaijan		null	2009-06-24
srp-6uo	ABERNETHY	GAYE	MARIAN	1977-09-05	F	Estonia	N	Estonia		null	1999-10-04
jwc-c3v	TALBOT	YVONNE	SOFIA	2001-07-03	F	Guadeloupe	Y	Guadeloupe		null	2014-12-05
9c5-05w	LOVEJOY	EVANGELINA	NATASHA	1945-01-21	F	Australia	Y	Noosaville	4566	null	2009-04-18
43g-0s0	SPRAGUE	NETTIE	VERNELL	1995-04-12	F	Australia	Y	Hampton Park	3976	null	2001-06-07
gmm-zda	EXUM	ROBIN	LELAND	1960-01-02	M	Australia	Y	River Heads	4655	null	1998-02-17
qyb-nz7	LEATHERWOOD	THUY	ROCHELLE	1952-10-20	F	Australia	Y	Essendon Fields	3041	null	2007-02-26
pwp-d37	ASHE	MARANDA	DONNIE	1952-02-18	F	Australia	N	Martinsville	2265	null	2014-05-26
biv-h06	ABRAMSON	NAOMI	CASSIE	1945-03-24	F	Australia	Y	Redcliffe (WA)	6104	null	2005-05-16
hp8-zo8	FEENEY	SIMONE	SHAWNA	1997-09-22	F	Iraq	Y	Iraq		null	2015-11-04
tjr-3or	HAYGOOD	DELMER	GILBERTO	1970-10-19	M	China	Y	China		null	2016-06-11
