id	lastName	givenName1	givenName2	dateOfBirth	sex	countryOfCitizenship	isAlive	nominalLocality	nominalPostcode	recordDate
r0f-bes	KILBURN	SUZAN	LELA	1971-10-15	F	Australia	Y	Blackall	4472	2016-04-01
c7n-dzs	OTTEN	HAYDEN	DOUGLASS	2008-07-27	M	Australia	Y	Stanmore (NSW)	2048	2017-09-22
nuw-8zp	DILLOW	VALENTINE	GRAIG	1999-11-18	M	Australia	Y	Condell Park	2200	2013-01-08
sa3-3gx	SWEARINGEN	GIUSEPPE	ERWIN	1934-01-05	M	Iraq	Y	Iraq		2000-06-05
8bn-iuw	EVERHART	KATHERINE	ANNE	1982-05-27	F	Australia	Y	Middle Park (Vic.)	3206	2017-03-02
zbw-74k	FREER	MOLLIE	DARLINE	1968-10-11	F	Austria	Y	Austria		2002-10-28
904-082	EVERSOLE	SETH	MARSHALL	1989-06-20	M	Australia	Y	Newtown (NSW)	2042	2002-01-12
5yt-45k	BRASHEAR	JOYCE	HELGA	1975-04-07	F	Australia	Y	South Wharf	3006	2005-04-14
wd8-nkv	FENN	MERLE	SHELBY	1964-01-04	M	Australia	Y	Melton South	3338	2010-04-07
h4u-wtt	PRATHER	CHAD	TOBIAS	1999-06-19	M	Solomon Islands	Y	Solomon Islands		2011-05-04
kiq-p57	KERNER	TREY	COLLIN	1977-12-07	M	Gambia	Y	Gambia		2016-11-27
e59-bgw	MOREHEAD	ODELL	EFREN	1969-05-09	M	Australia	Y	Rosetta	7010	2011-01-25
u0o-n4u	MARCHAND	DOUGLASS	AARON	1958-08-19	M	Poland	Y	Poland		2016-02-23
nj9-rcw	MCGUIGAN	ALPHONSE	BRYON	1956-12-10	M	Australia	Y	Kingsgrove	2208	2017-01-02
ofq-mwg	MANOR	GUADALUPE	THEO	1993-06-05	M	Australia	Y	Morayfield	4506	1999-03-04
nrd-4ur	CALLIS	PATRICK	WADE	1940-09-18	M	Australia	Y	Birdwoodton	3505	1998-06-04
rqu-od2	GEORGES	VAL	EUGENE	2005-07-13	M	Australia	Y	Castlemaine	3450	2013-12-07
p86-2qs	MONETTE	DEVIN	LEONOR	1983-10-05	F	Malta	Y	Malta		2011-08-17
qp4-7yi	POOR	SAL	ADALBERTO	1995-01-06	M	Australia	Y	Come By Chance	2832	2001-04-11
02h-43s	HOWARD	LINDSEY	AGUSTINA	1969-10-24	F	Australia	Y	Shailer Park	4128	2003-08-18
bus-w84	ANSON	CORTEZ	EMERY	1986-03-09	M	Australia	Y	McKellar	2617	2011-03-22
bw9-sox	BEAULIEU	GINO	REINALDO	2003-04-05	M	Nicaragua	Y	Nicaragua		2010-05-10
u2m-2fv	LEMAIRE	ASHLIE	SHANDA	1959-08-04	F	Australia	Y	Hemmant	4174	2009-05-05
55a-agb	SHEW	ANASTASIA	LULA	2000-12-04	F	Australia	Y	Yellingbo	3139	2014-02-05
w8x-4yq	DIRKS	DEWAYNE	DOMINIQUE	1983-03-20	M	Guyana	Y	Guyana		2006-05-21
hr9-s67	BLUHM	ROLANDA	CHARLOTTE	1959-03-28	F	Australia	Y	Silverdale (NSW)	2752	2006-01-27
2rp-bzd	STEDMAN	LEROY	WINFORD	2001-09-13	M	Australia	Y	Tomingley	2869	2010-09-23
5uc-hgu	NICOL	MILO	ELROY	1950-06-18	M	Australia	Y	Milperra	2214	2005-10-03
8a2-eia	HIERS	BENEDICT	SHAWN	2006-11-15	M	Oman	Y	Oman		2015-10-07
ow7-oxf	LEMKE	LESLEY	RUDOLPH	1937-07-13	M	Australia	N	Westmeadows	3049	1998-07-28
qt2-5he	WAINWRIGHT	DIANA	FAYE	1955-12-26	F	Lesotho	Y	Lesotho		2002-05-14
vei-k5y	KOESTER	JUDE	HAYWOOD	1954-07-07	M	Argentina	N	Argentina		2003-06-19
vat-7e2	MARTELL	MARLON	KEVEN	1942-08-03	M	Australia	Y	Kooyong	3144	2007-09-04
dvo-3hv	SILER	HERMAN	RAYMUNDO	1948-06-17	M	Australia	Y	West Beach (WA)	6450	2016-11-24
tyd-dj9	SELTZER	BESSIE	EULALIA	1966-12-23	F	Australia	Y	Algester	4115	2011-10-05
j8m-qvy	BRUNSON	GERALD	TAYLOR	1955-09-13	M	Papua New Guinea	Y	Papua New Guinea		2004-08-19
5to-fhg	SOK	TORI	DORTHEA	1935-07-21	F	Australia	Y	Cottage Point	2084	2001-01-24
f60-qti	GUTMAN	JEFFEREY	ANTOINE	1985-04-11	M	Australia	Y	Melbourne	3000	2015-11-23
66z-52p	BRACKIN	JOHNSON	STERLING	1988-04-28	M	Australia	Y	Tumby Bay	5605	2002-06-23
v6a-igk	PULVER	HILLARY	MEGHAN	1949-03-18	F	Australia	N	West Wyalong	2671	2012-02-15
kuj-rkf	CARSON	ESTRELLA	JUAN	1988-09-13	F	Equatorial Guinea	Y	Equatorial Guinea		2017-11-06
omf-mu5	WINCHELL	FEDERICO	FELIX	1960-10-19	M	Cape Verde	Y	Cape Verde		2015-11-13
v2o-pwa	HARDEMAN	KRISTEN	SHARI	1961-03-25	F	Laos	Y	Laos		2001-04-12
x29-feb	MICHAELS	CARTER	CHAS	1936-11-25	M	Niger	N	Niger		2001-11-18
qpt-tdh	SHIELDS	HECTOR	DEAN	1989-06-08	M	India	Y	India		2012-03-15
c4t-nji	VELLA	DANIELA	TERESSA	1989-06-21	F	Australia	Y	Greta (NSW)	2334	2009-03-03
bn8-mfr	DAIL	BRYON	COLTON	1966-04-26	M	Greece	Y	Greece		1998-11-18
ypn-0p7	GUILLORY	WERNER	VIRGILIO	1975-03-05	M	Bulgaria	Y	Bulgaria		2013-04-05
gsd-52r	BURKHALTER	TAYLOR	KRISTOFER	1976-06-22	M	Australia	Y	Lemon Tree Passage	2319	2010-10-09
uag-xk8	VERNON	IRENA	DEIDRA	1949-05-25	F	Australia	Y	Batlow	2730	2007-03-22
woe-ya3	DALLEY	ELBA	KATHLENE	1999-09-12	F	Guyana	Y	Guyana		2014-05-01
e4u-g8m	COLLIER	COLLETTE	JAIMIE	1978-06-07	F	Australia	Y	Baudin	6284	2008-11-02
qpz-3eb	ETHRIDGE	ROXANN	SELINA	2000-02-14	F	Australia	Y	St Kilda West	3182	2005-01-25
5yv-oms	MCLEMORE	EDDY	CLIFTON	1992-03-04	M	South Korea	Y	South Korea		2010-05-12
p99-6ge	GALLI	MOHAMMED	NESTOR	1979-06-27	M	Australia	Y	Christmas Island	6798	2010-09-25
cvu-cu7	JACKS	MURIEL	CARLOTA	1974-04-15	F	Australia	Y	Tintinhull	2352	2006-04-10
cmt-qch	BREHM	OTHA	MARIANO	1961-07-10	M	Australia	Y	Leconfield	2335	2003-05-23
sq6-me5	MAGERS	HERB	TRAVIS	1950-09-14	M	Australia	Y	Merriwa (WA)	6030	2009-10-19
dch-vj4	BACH	GARRET	ALLEN	1940-10-08	M	Australia	Y	Glenden	4743	2006-03-09
vhp-f9t	WILKE	ISIAH	STACY	1982-06-16	M	Azerbaijan	Y	Azerbaijan		2007-09-22
e3i-93t	SPILLER	CATHRINE	CHARLA	1988-06-24	F	Australia	Y	North Epping	2121	2013-05-04
oyi-gvz	NIXON	CLAUDINE	ELMIRA	1953-09-06	F	Australia	Y	Merriwa (WA)	6030	2007-08-26
3wh-b09	ARMES	LUANNE	TAWANA	1993-02-13	F	Australia	Y	Nathan	4111	2010-09-21
hbz-6x3	HAY	ROBERTO	JULIAN	1935-12-02	M	Australia	N	Pitt Town	2756	2001-07-28
w4h-49a	NIPPER	EULALIA	KIRSTIN	1984-11-14	F	Australia	Y	Murarrie	4172	2011-10-17
g2i-4qz	BROOKS	FRANCES	BRAD	1966-07-07	M	USA	Y	USA		2015-09-19
twg-3g9	DIGIROLAMO	SHAWN	MARGRET	1942-06-28	F	Nigeria	Y	Nigeria		1999-06-24
k3y-y72	HIMES	KASSANDRA	KRISTY	1941-04-13	F	Singapore	Y	Singapore		2000-11-10
r69-jem	AVIS	ROBBIE	JORDON	1977-07-25	M	Australia	Y	Kidman Park	5025	2013-07-07
hfk-xjb	TUTT	HESTER	THEA	1960-08-28	F	Austria	Y	Austria		2005-11-12
vbx-80j	CARLE	ALISHA	DELORIS	2002-01-02	F	Australia	Y	Hurstville Grove	2220	2017-07-24
8i5-sjs	SCHULER	FERN	JUAN	1954-04-12	F	France	Y	France		2002-06-22
uy3-y0d	FLORIAN	JASMIN	LEEANN	1982-09-09	F	Australia	Y	Drummoyne	2047	2001-03-10
ogz-j2q	SOLTIS	INGA	VERONICA	1977-08-03	F	Papua New Guinea	Y	Papua New Guinea		2011-11-09
iht-74g	HOLTZCLAW	LESLIE	SANDRA	1958-01-13	F	Armenia	Y	Armenia		2013-02-06
tzc-jwe	SHOEMAKER	NELLA	DIANN	1953-09-19	F	Australia	Y	Harrisville	4307	2001-10-01
g3o-mu7	CRAMER	MACKENZIE	ESTELLA	1986-05-01	F	Greece	Y	Greece		2001-11-08
heo-je5	GARVEY	BAMBI	KATELYN	1976-10-03	F	Australia	Y	Mildura	3500	2008-02-10
pjk-9qu	EDGELL	FRANK	CARROLL	1989-09-16	M	Australia	Y	Yarrawonga (NT)	0830	2008-07-18
6ws-uf7	HOYLE	PAIGE	JUDI	1976-02-07	F	Australia	Y	Ardeer	3022	2017-06-07
au9-vsa	SHEFFIELD	JEFFREY	HENRY	1984-05-18	M	Australia	Y	Warren	2824	2017-05-08
r2h-at8	PARSONS	BERNADETTE	ADELLA	1960-12-01	F	Australia	Y	Regency Park	5010	2012-10-26
gj6-cog	FREDERICKSON	MICHAELA	GRETA	1947-04-03	F	Lebanon	Y	Lebanon		2006-03-08
bo3-ma6	MCCLANAHAN	NITA	BLANCHE	1955-12-08	F	Australia	Y	Euleilah	4674	2013-10-03
krn-8zf	ROGAN	BUD	LEOPOLDO	1981-01-15	M	Germany	Y	Germany		2006-07-23
5uq-sat	CAULEY	TOBY	RYAN	1966-08-18	M	Australia	Y	The Basin (Vic.)	3154	2008-06-27
ia3-b9p	HEALD	TOYA	DALE	1961-10-25	F	Australia	Y	Bugle Ranges	5251	2000-11-14
vg4-bch	MOLNAR	TREVOR	MAXIMO	1989-08-28	M	Equatorial Guinea	Y	Equatorial Guinea		2011-12-18
bgj-cpo	REAMS	MAYNARD	ROB	1946-06-19	M	Australia	Y	Keilor East	3033	2000-02-28
55q-t2a	SCHOONOVER	ISAIAS	BOYCE	1947-09-11	M	Australia	Y	Dalgety	2628	2006-11-06
swm-qmb	LAMBERT	MARILEE	DEVON	1964-09-12	F	Afghanistan	Y	Afghanistan		1999-05-19
is5-xf6	CROUSE	NICKY	YONG	2003-12-03	M	South Africa	Y	South Africa		2009-02-18
c74-qiq	RUHL	BRIGITTE	CRUZ	1951-07-19	F	Estonia	Y	Estonia		2007-06-27
s40-rpw	FULMER	CARLOTTA	JOAN	1947-07-16	F	Australia	Y	Gnangara	6077	2000-05-23
3si-osk	HUNSAKER	GIOVANNA	ZENA	1949-09-09	F	Australia	Y	Lalor	3075	2011-06-16
djw-e3c	KAUFMANN	KIRSTEN	JOHNNIE	1989-03-10	F	Australia	Y	Caroline Springs	3023	1998-06-21
fnt-9m7	SLATE	PHILIP	EFRAIN	1957-05-05	M	Hungary	Y	Hungary		2011-10-16
3oi-di8	BLOOM	ALYCIA	LINNIE	1986-07-07	F	Colombia	Y	Colombia		2007-05-07
39n-mpz	ROUSH	NICHOLAS	LOREN	1963-01-09	M	India	Y	India		2008-05-17
p3d-ijt	STACK	BOYCE	FREDERIC	1978-11-14	M	Australia	Y	Broadmeadow	2292	2017-03-14
ck6-42m	DEEN	TYLER	ELVIN	2007-04-02	M	Australia	Y	Stanmore (Qld)	4514	2015-10-07
5dn-knz	WINN	LYMAN	CLARENCE	1973-01-13	M	Australia	Y	Great Mackerel Beach	2108	2000-08-19
ky6-87d	HEAL	DOREEN	SUSAN	1974-07-20	F	France	Y	France		2003-05-23
one-rkg	GOODIN	DELPHIA	ADRIANNE	1953-10-07	F	Australia	Y	Rosehill (Qld)	4370	2012-02-20
6zz-ro4	PISANO	MELINDA	WYNONA	1978-10-19	F	Norway	Y	Norway		2015-02-11
3cx-jug	ERVIN	LILLIAN	SHELLIE	1947-10-12	F	Australia	Y	Moore Park	2021	2010-04-17
wxz-fgk	OSMAN	BRAIN	DEMARCUS	1955-11-23	M	Australia	Y	Brocklehurst	2830	2000-02-02
qkh-sh0	VAILLANCOURT	ANGELITA	ZENAIDA	1975-05-17	F	Australia	Y	Sawyers Gully	2326	2010-05-17
twn-0xn	BROCKMAN	KARISSA	GAYLE	1952-12-22	F	Poland	Y	Poland		2001-07-13
ugp-2yv	SLABAUGH	STACIA	CARA	1956-05-25	F	Georgia	Y	Georgia		2008-03-25
syf-4b6	CONTE	DEBORAH	ANGELLA	1950-05-21	F	Australia	N	Mount Compass	5210	2014-02-15
y8c-rgr	NIPPER	LENORA	ROMONA	1970-01-07	F	Australia	Y	Brockman	6701	2004-01-13
pry-t95	FARRELL	TRESSIE	DANIEL	1982-08-11	F	Australia	Y	Wandearah East	5523	2015-01-14
sg3-roe	WENTZ	HUGH	SHELDON	1983-02-12	M	Australia	Y	Ardlethan	2665	2010-02-12
qbo-wrc	KAYLOR	DELIA	TANA	1994-09-04	F	Australia	Y	Baldivis	6171	2010-10-03
go7-qwx	PFEIFFER	DOMENIC	ZACHARIAH	1954-03-07	M	Japan	Y	Japan		2015-08-03
yfq-j8o	ALLEN	TARSHA	LAUREL	2003-03-27	F	Australia	Y	Penfield Gardens	5121	2014-03-13
bea-6tp	TONER	FRITZ	HUNTER	1953-11-18	M	Australia	Y	Parkville (NSW)	2337	2005-12-01
3z9-i50	BELLAMY	MARIA	LEATHA	1953-09-19	F	Australia	Y	Wallan	3756	1998-12-06
4tj-dn7	CRISMAN	CRYSTAL	RONA	1992-11-07	F	Australia	Y	Kensington (NSW)	2033	2006-08-03
q95-ti8	SARGEANT	ABBY	LATISHA	1962-09-02	F	Australia	Y	Beecroft	2119	2008-06-07
3gv-jo0	DAMERON	IMA	LELIA	1956-05-26	F	Madagascar	Y	Madagascar		2005-01-10
r3e-w8g	VALENTI	BRYANT	KERRY	1949-09-08	M	Australia	N	Davidson	2085	2012-03-07
dgu-8g9	BOURASSA	FRANCES	LASHANDA	1978-09-15	F	Australia	Y	Yamba (NSW)	2464	2002-11-24
x3z-vyn	MERRELL	LESLI	LYNN	1977-06-13	F	Australia	Y	Elwood	3184	1998-05-05
7nu-96f	ASTON	FLORENCIO	FAUSTINO	1990-10-05	M	Australia	Y	Metung	3904	2017-09-08
o90-gk3	HOYER	LIANA	ANTIONETTE	1959-05-23	F	Australia	Y	Coningham	7054	1998-02-18
q5d-5vr	SHORT	LEILANI	ADELE	1976-05-06	F	Australia	Y	North Brighton	5048	2005-11-09
8io-jbi	BOSCO	ELMO	HUGH	1969-08-19	M	Myanmar/Burma	Y	Myanmar/Burma		2016-10-21
50f-s2e	HATT	BENEDICT	ORVAL	1950-08-24	M	Nigeria	Y	Nigeria		1998-09-08
5cj-34b	FUGATE	MARYLOU	IDELLA	1950-08-13	F	Guinea	N	Guinea		2016-03-21
4aj-i4a	MULVEY	MICHEAL	HILTON	1954-06-22	M	Australia	Y	Netley	5037	2003-06-18
92i-pxf	CREIGHTON	CHANCE	ANDREAS	1956-06-24	M	Australia	Y	Kureen	4885	2014-02-20
9ue-o66	STAPP	QUINTIN	HENRY	1993-08-08	M	Australia	Y	Yokine	6060	2012-08-12
p9e-q8m	RENE	DEANGELO	KELLY	1980-02-19	M	Pakistan	Y	Pakistan		2014-12-03
vr4-xg7	DUTCHER	MARISA	GEORGIANNA	1998-01-12	F	Australia	Y	Scotland Island	2105	2004-12-27
v2c-g2m	WARMAN	BLANCHE	GARNET	1947-04-17	F	Australia	Y	Croydon Park (NSW)	2133	1999-07-12
7f9-d76	IRVINE	VERNIE	TESS	1970-02-17	F	Australia	Y	Beaconsfield (Vic.)	3807	2005-12-08
ta7-gvh	QUADE	JOHN	THANH	1966-05-08	M	Australia	Y	Cootamundra	2590	2009-05-27
uyh-3gq	WITHAM	CORINNA	JOSEPHINA	1945-07-18	F	Cameroon	N	Cameroon		2013-02-08
tew-pzv	KEATON	ELLEN	HEDWIG	1990-07-27	F	Australia	Y	Lindfield	2070	1999-03-26
jdq-qbt	FALCONER	OLIVER	GUILLERMO	1991-07-07	M	Thailand	Y	Thailand		2003-09-06
54i-pz3	RENFRO	JULISSA	JULIA	1963-01-07	F	Armenia	Y	Armenia		2003-04-05
8k4-q4k	MORITZ	JOLENE	LATRICE	1999-04-14	F	Lebanon	Y	Lebanon		2004-07-09
6q9-hsa	FRANCISCO	ADRIANNA	CHARITY	1995-03-26	F	Jordan	Y	Jordan		2016-07-28
rgs-f6j	MACE	SHAINA	MAE	1949-09-03	F	New Zealand	N	New Zealand		2016-04-26
egg-0o9	RENEAU	ALPHA	RHONDA	1987-01-14	F	Australia	Y	Hawthorn East	3123	2010-01-27
jjm-qux	CORTESE	LILLY	SAUNDRA	1970-09-16	F	Australia	Y	North Lambton	2299	2005-09-10
ios-chu	LOWDER	PABLO	MALIK	1979-09-23	M	Gambia	Y	Gambia		2013-06-25
9dk-8ts	COBB	KURTIS	GUSTAVO	1966-07-05	M	New Zealand	Y	New Zealand		2001-06-16
h7m-vqw	GOLDSMITH	VICKI	NATHALIE	1999-09-11	F	Vietnam	Y	Vietnam		2004-11-14
jj6-sug	DEAR	KATE	LITA	1962-05-23	F	Australia	Y	Freeburn Island	2464	2005-03-12
rc4-7d6	JEFFERY	ROSEANN	THEODORA	1964-02-13	F	Chad	Y	Chad		2000-07-13
nj6-303	ODDO	CAITLYN	TRACEY	1982-11-28	F	Australia	Y	South Windsor	2756	2005-01-12
4b7-dgm	RANDLES	ED	DARELL	1949-07-13	M	Australia	Y	Frenchs Forest	2086	2003-05-24
ups-vtd	KNOPP	NAPOLEON	EDWIN	1999-04-12	M	Australia	Y	Meadows	5201	2004-10-19
4sz-85k	KEISTER	RACHEAL	TREVA	1970-04-09	F	Australia	Y	Ramsgate	2217	2008-01-08
jq6-ds5	SAILER	OREN	LENARD	1964-09-15	M	Germany	Y	Germany		2006-04-28
h48-m4a	CLINTON	TERRANCE	JERAMY	1995-07-03	M	Australia	Y	Forde	2914	2010-07-14
u4r-y4a	MCCOY	MICHAEL	NANCY	1969-09-27	F	Australia	Y	Coorparoo	4151	2010-02-03
cu8-sss	STOGNER	SALINA	LAKESHA	1940-09-02	F	Australia	N	Port Mannum	5238	2005-05-03
g83-a8o	DODSON	DAMIEN	ANTOINE	2000-11-27	M	Australia	Y	Kambalda West	6442	2016-11-09
o5v-e95	MCGILL	LIZ	MOZELLE	1969-04-05	F	Australia	Y	Glen Forrest	6071	2017-07-16
inz-dev	WHISMAN	JENNIFFER	SHANDA	1988-09-11	F	Australia	Y	Nichols Point	3501	2017-10-02
ojr-yit	SPRINGS	ZACHARY	SHERMAN	2000-06-08	M	Malta	Y	Malta		2006-11-27
i9i-874	BORTZ	TANISHA	TAMARA	1963-04-27	F	Jordan	Y	Jordan		2001-11-08
kca-rxk	COSGROVE	RAUL	MALIK	1947-04-16	M	Oman	Y	Oman		2004-07-26
tyr-jyw	BRIEN	HELLEN	JACINTA	1975-09-18	F	Australia	Y	West Bathurst	2795	2004-11-04
cix-exo	CAMERON	ALFRED	KEVEN	1953-12-05	M	Australia	N	Gregory Hills	2559	2016-03-22
ew3-cvx	KISTLER	MELLISSA	ANNETTA	1995-11-15	F	Australia	Y	Calimo	2710	2008-09-04
vnp-tz9	HAMMERS	GEORGINA	JO	2001-03-19	F	Australia	Y	Wyndham Vale	3024	2014-09-01
cis-usn	GREENLEE	TRENTON	WILLIAMS	1957-01-19	M	Australia	Y	Jurien Bay	6516	2014-07-06
6g6-qw8	BURCHFIELD	CHUNG	ALI	1967-10-09	M	Haiti	Y	Haiti		1999-07-07
xak-oz4	HITE	WILLIE	JUDIE	1983-07-17	F	Australia	Y	Braddon	2612	1999-09-24
tjj-jst	MACH	JIMMIE	GWEN	1934-08-24	F	Cape Verde	Y	Cape Verde		2003-10-15
b33-d95	BUSHMAN	ANGLEA	SELENA	1992-12-08	F	Australia	Y	Springvale (Vic.)	3171	2007-10-22
kb5-o5c	GREENSTEIN	MARCELINO	JARED	1931-10-15	M	Australia	Y	Kareela	2232	1999-02-21
pbo-wdm	SCHALLER	JOEL	TORY	1974-08-17	M	Canada	N	Canada		2014-06-22
qv0-um8	HILBERT	NATASHA	ALFREDA	1980-12-26	F	Australia	Y	Kingston (ACT)	2604	2014-10-23
pby-xhh	MUSE	NORBERT	IRA	1941-04-15	M	Cameroon	Y	Cameroon		2009-03-11
q0n-i5u	RAINS	GRAIG	WILMER	1983-10-05	M	Australia	Y	Lake Cargelligo	2672	1999-07-05
quf-g4z	MULVIHILL	ANTONE	TAYLOR	1981-08-12	M	Australia	Y	Northgate (Qld)	4013	2004-04-19
gf5-izw	COMBS	KATINA	LAN	1979-04-23	F	Lebanon	Y	Lebanon		1999-05-06
gkq-v9d	CARUSO	VONNIE	ANTONETTE	1996-10-13	F	Australia	Y	Macedon	3440	2011-09-25
x8b-e88	GUIDRY	ZENA	SELENA	1976-06-25	F	Australia	Y	Wells Crossing	2460	2007-04-14
i58-npf	NATHAN	DONN	CARMELO	1966-01-28	M	Australia	Y	Wildwood	3429	2007-06-20
5qr-vm3	LANGAN	BENEDICT	WILBERT	1970-11-14	M	Australia	Y	Virginia (SA)	5120	2010-07-19
aim-jyx	SALMONS	JEFFREY	THEODORE	1952-08-14	M	Australia	Y	Morningside	4170	2009-03-20
7gj-skx	ZEMAN	NORBERTO	DARIO	1951-01-16	M	India	Y	India		2007-07-22
hmj-0dq	SALEM	REY	HENRY	1949-09-28	M	Australia	Y	Springvale South	3172	1998-07-19
rib-mw7	BISH	ETHEL	ROSELLA	1983-02-21	F	Australia	Y	Tea Tree	7017	2011-09-02
mio-jpy	NAPOLITANO	ANNIE	RANDI	1996-11-01	F	Cambodia	Y	Cambodia		2010-03-05
bgv-wb2	KAYE	BOBBY	ANGLEA	1993-08-28	F	Australia	Y	Tailem Bend	5260	2015-03-15
49r-0vp	DUFOUR	CESAR	DOMINGO	1975-12-07	M	Australia	Y	Wyong	2259	2000-04-27
4fy-yyu	MIZE	BROCK	ARIEL	1949-05-04	M	Netherlands	Y	Netherlands		2017-03-17
5cd-tv3	STOVALL	LESLIE	LUPE	2005-12-16	M	Australia	Y	Tibooburra	2880	2012-08-19
2iw-y4n	DREXLER	ROXANA	ROSARIO	1940-08-01	F	Australia	Y	St James (WA)	6102	2007-08-10
ckp-c6e	LATOUR	JUAN	BRANT	1979-10-15	M	Australia	Y	Dixons Creek	3775	2015-04-25
dkr-o36	YOUMANS	DANILO	ULYSSES	2004-06-01	M	Australia	Y	Lilydale (Vic.)	3140	2016-11-22
kif-cs0	NIEMAN	IDELLA	LUANN	1977-07-23	F	Australia	Y	Barmera	5345	2007-07-04
e0z-aod	BREMER	CLINTON	RAYMOND	2006-04-12	M	Australia	Y	Crystal Brook (SA)	5523	2011-04-28
xru-2ge	THRASHER	DALIA	RACHAEL	1994-08-12	F	Australia	Y	Bunnan	2337	2005-12-19
fu7-0gf	LAPP	SAMMY	HARLAND	1990-08-13	M	Australia	Y	Tenby Point	3984	2013-04-25
p6s-88w	RANGER	COLE	ERICH	1963-01-02	M	Chad	Y	Chad		2004-12-16
6xk-2pw	WEEKS	ALAN	TOM	1968-03-19	M	Australia	Y	Coxs Creek	2849	2001-03-20
4jm-yc7	STEADMAN	FILOMENA	ANTONETTE	1977-09-07	F	Australia	Y	Nutfield	3099	1998-06-03
qhy-ze7	FOX	ROBBIN	TRISTA	1953-05-10	F	Singapore	Y	Singapore		2010-08-18
rvo-0ur	STUBBLEFIELD	CLAUDINE	GERRY	1958-04-17	F	Brazil	Y	Brazil		2011-09-16
zt8-rf0	ROSSETTI	MARCELLUS	LOGAN	1966-12-10	M	Australia	Y	Canowindra	2804	2013-02-18
89s-6x0	GAGNON	DOUG	JAMEL	2001-10-22	M	Australia	Y	Bilgola	2107	2009-01-21
te6-qvc	MERZ	FAITH	BEATRIZ	1986-02-12	F	Australia	Y	Mount Kembla	2526	2010-12-04
jjs-330	DAVIES	TIFFANI	ALEXANDRIA	1942-09-13	F	Australia	Y	Flowerdale (Vic.)	3717	2008-08-19
9w0-075	BRUNSON	FAWN	CORY	1952-11-23	F	Australia	Y	Capel	6271	2000-12-20
20w-rap	MCGILL	CORDELL	KENNETH	1969-07-17	M	Australia	Y	Bangor (NSW)	2234	2010-03-19
n5q-vrx	VANHOOK	MARYANN	DANIEL	1969-05-13	F	Australia	Y	Yarrambat	3091	2010-01-26
hyn-e6r	WOODARD	JACOB	JERE	1968-03-08	M	Australia	Y	Chiltern	3683	2009-10-14
jrt-nup	BAILY	DONN	DICK	1936-05-02	M	Hungary	Y	Hungary		2002-09-09
fvp-d45	GUTHRIE	RENALDO	LEE	1968-10-27	M	Hungary	Y	Hungary		2014-03-06
zdo-3du	LAPHAM	CHARLIE	HUNTER	1971-05-16	M	Austria	Y	Austria		2011-09-18
tyt-jpc	HULSEY	SHARYN	EVA	1933-08-26	F	Australia	Y	Fawkner	3060	2002-08-02
juq-qnu	KESLER	LIZA	ROXANA	1979-07-20	F	Australia	Y	Horton	4660	2005-11-02
gx2-mrc	PENDERGRASS	VERNON	MIGUEL	1948-09-22	M	Australia	N	Lilli Pilli (Sutherland - NSW)	2229	2011-05-10
22z-oui	MILSTEAD	BURTON	STUART	1968-02-21	M	Australia	Y	Bangor (NSW)	2234	2014-05-16
puw-a5w	SIMONS	AMI	JOSEPH	1948-11-03	F	Iraq	Y	Iraq		2007-02-26
xzf-nfb	BITTLE	PAIGE	KYUNG	1943-01-02	F	Australia	N	Kallista	3791	2010-12-24
mwx-vaj	STGERMAIN	TONYA	DORA	1972-03-13	F	Australia	Y	Irishtown (WA)	6401	2015-08-14
s5g-0js	LEWALLEN	MARIE	LATOYA	1970-06-15	F	Australia	Y	Stoneville	6081	2010-10-20
y5v-3a2	HOWELL	LESLEY	RENEE	1968-10-17	F	Australia	Y	Downer	2602	2016-11-21
faa-43e	RIGGLEMAN	AILEEN	STACIE	1984-02-03	F	Australia	Y	Broadford	3658	2001-03-27
4b4-zcm	CULVER	BRITTNEY	ANNIE	1990-01-20	F	Samoa	Y	Samoa		2002-04-22
o24-nck	COTHRAN	TAWANA	JOAN	1944-05-28	F	Australia	N	South Mission Beach	4852	2011-03-01
86b-408	FLETCHER	LINDSAY	DAMIAN	1976-09-04	M	Australia	Y	Paringa	5340	1998-05-13
z32-m4m	SOPER	KANDI	ROSALIA	1930-08-18	F	Australia	Y	Tom Price	6751	1999-08-20
72u-w5p	SNIDER	CORY	OLIVIA	1984-07-27	F	Australia	Y	Alberton (SA)	5014	2011-02-06
dbe-yq2	MUSSER	LOURDES	NINA	1978-01-06	F	Vietnam	Y	Vietnam		2011-12-10
fjv-83q	RAE	LU	SHASTA	1982-09-16	F	Australia	Y	Armadale (Vic.)	3143	2008-10-26
8xm-qwz	LUO	AGUSTIN	ALDEN	1987-11-01	M	Japan	Y	Japan		2009-10-22
j87-o5b	SOWARDS	VIOLETA	LUELLA	2001-06-13	F	Australia	Y	Wentworth Falls	2782	2010-08-12
96p-bhc	MANSFIELD	CANDI	AVA	1938-10-28	F	Australia	Y	Port Lincoln	5606	2001-01-11
egp-uuy	BRIMMER	ALEX	LARRY	1934-12-24	M	Australia	Y	East Pingelly	6308	2000-04-18
bqi-b3v	GOGGINS	JULIE	CHANDA	1966-07-22	F	Australia	Y	Coleraine	3315	2009-11-19
oz2-oq6	GRAFTON	MARYLOU	BREANNE	1956-01-27	F	Australia	Y	Lake Cargelligo	2672	2016-09-07
